source,title,description,content,url,publishedAt
The Jerusalem Post,"Tikva forum demands Netanyahu meeting, calls for no negotiation with Hamas",The resistance of the Tikva forum to a deal and to negotiation with Hamas is at odds with the opinions of many hostage families and with the stance of the Hostage Family Forum.,"As CIA Director William Burns is set to renew hostage talks in Doha on Sunday, families of the Tikva (Hope) Forum have demanded an urgent meeting with Prime Minister Benjamin Netanyahu, saying, ""The … [+1769 chars]",https://www.jpost.com/israel-news/article-826323,
Freerepublic.com,Victor Davis Hanson: The Ordeal and Triumph of Mr. Netanyahu,"Netanyahu's actions have neutralized more Western adversaries responsible for decades of bloodshed than NATO, the CIA, FBI, or Interpol, combined, yet he’s often met with rebuke rather than gratitude. OrdealAfter the October 7 massacres, the obituaries of the…","Skip to comments.  Victor Davis Hanson: The Ordeal and Triumph of Mr. NetanyahuAmerican Greatness ^   | 28 Oct, 2024   | Victor Davis Hanson  Posted on 10/28/2024 6:39:48 AM PDT by MtnClimber  Netany… [+7316 chars]",https://freerepublic.com/focus/f-news/4273972/posts,
Freerepublic.com,MSNBC’s Reid: Netanyahu ‘Determined to Escalate a Regional War’ by Responding to Iran’s Attack,"On Friday’s broadcast of MSNBC’s “The ReidOut,” host Joy Reid reacted to Israel launching strikes against Iran in response to Iran’s earlier attack on Israel by stating that it seems as though Israeli Prime Minister Benjamin Netanyahu “is determined to escala…",Skip to comments.  MSNBCs Reid: Netanyahu Determined to Escalate a Regional War by Responding to Irans AttackBreitbart ^   | 10/25/2024   | Ian hatchett  Posted on 10/25/2024 7:03:56 PM PDT by Chicag… [+4795 chars],https://freerepublic.com/focus/f-news/4273510/posts,
Freerepublic.com,"Biden to Netanyahu after killing of Fuad Shukr: 'Bibi, what the f-?'","Conversations from the past year between Prime Minister Benjamin Netanyahu and US President Joe Biden were revealed today (Tuesday) in a new book by journalist Bob Woodward, 'War,' an advanced copy of which was obtained by CNN. According to Woodward, after th…","Skip to comments.  Biden to Netanyahu after killing of Fuad Shukr: 'Bibi, what the f-?'Arutz Sheva ^   | 8/10/24  Posted on 10/29/2024 8:56:57 AM PDT by Eleutheria5  Conversations from the past year … [+6405 chars]",https://freerepublic.com/focus/f-news/4274274/posts,
Freerepublic.com,"'Netanyahu survived this time,' Hezbollah chief Qassem says after drone attack (from his hidden location in Iran)","Qassem spoke of former Hezbollah leaders, Hassan Nasrallah, and Hashem Safieddine, who were killed in Israeli strikes in September and October. Hezbollah's new secretary-general, Naim Qassem, said that he intended to follow in the footsteps of the terror orga…","Skip to comments.  'Netanyahu survived this time,' Hezbollah chief Qassem says after drone attack (from his hidden location in Iran)Jerusalem Post / Reuters ^   | 10/30/24   | Staff  Posted on 10/31/… [+3197 chars]",https://freerepublic.com/focus/f-news/4274695/posts,
Newser,Trump to Netanyahu: 'Do What You Have to Do',"In a phone call with Benjamin Netanyahu, Donald Trump backed his military's attacks on Hamas and Hezbollah—telling the prime minister, ""Do what you have to do."" Republican Sen. Lindsey Graham was on a call this month with the two, the Washington Post reports.…","In a phone call with Benjamin Netanyahu, Donald Trump backed his military's attacks on Hamas and Hezbollah—telling the prime minister, ""Do what you have to do."" Republican Sen. Lindsey Graham was on … [+998 chars]",https://www.newser.com/story/358413/trump-backs-offensives-in-call-with-netanyahu.html,
Checkyourfact.com,FACT CHECK: Did Antony Blinken Say ‘We Failed to Convince Netanyahu’ and Warn About Unprecedented Middle East Events?,A post circulating on X claims U.S. Secretary of State Antony Blinken stated that the efforts to persuade Israeli Prime Minister Benjamin Netanyahu were unsuccessful,"A post circulating on X claims U.S. Secretary of State Antony Blinken stated that the efforts to persuade Israeli Prime Minister Benjamin Netanyahu were unsuccessful, allegedly stating that the Middl… [+2361 chars]",https://checkyourfact.com/2024/10/28/fact-check-did-antony-blinken-say-we-failed-to-convince-netanyahu-and-warn-about-unprecedented-middle-east-events/,
Haaretz,Netanyahu can smell total victory – over Israel,"The smugness exuding from coalition lawmakers' speeches signals that by the end of the Knesset's winter session, Israel will be even less tolerant, and more racist, corrupt, and oppressive than it already is. One thing will remain unchanged: the ultra-Orthodo…","Analysis | The smugness exuding from coalition lawmakers' speeches signals that by the end of the Knesset's winter session, Israel will be even less tolerant, and more racist, corrupt, and oppressive… [+101 chars]",https://www.haaretz.com/israel-news/2024-10-29/ty-article/.premium/netanyahu-can-smell-total-victory-over-israel/00000192-d4db-d4a2-ab97-ddff18720000,
Freerepublic.com,News Summary-Intelligence Report 10/25/2024 Newsdump Friday*Israel Attacks Iran*International Court Replaces Netanyahu Arrest Warrant Judge*Tommy Robinson Arrested*US Combat Aircraft Moved To Mid-East*Putin Sees NATO In Ukraine When Asked...*,Electricity in Ecuador now being cut 14 hours a day... CNN reporting that hackers linked to the Chinese government have targeted phone data of both Donald Trump... Syrian government media reporting Israeli air attacks... Israel Attacking Targets In Iran Early…,Skip to comments.  News Summary-Intelligence Report 10/25/2024 Newsdump Friday*Israel Attacks Iran*International Court Replaces Netanyahu Arrest Warrant Judge*Tommy Robinson Arrested*US Combat Aircra… [+3463 chars],https://freerepublic.com/focus/f-bloggers/4273523/posts,
Haaretz,"Haaretz publisher clarifies remarks, Netanyahu government threatens to sanction newspaper","At the Haaretz conference in London, Amos Schocken stated, among other things, that Israel is carrying out a second Nakba. In response, several ministers and government offices announced measures against Haaretz and expressed intentions to propose new restric…","At the Haaretz conference in London, Amos Schocken stated, among other things, that Israel is carrying out a second Nakba. In response, several ministers and government offices announced measures aga… [+85 chars]",https://www.haaretz.com/israel-news/2024-10-31/ty-article/.premium/haaretz-publisher-clarifies-hamas-remarks-as-netanyahu-govt-threatens-sanctions/00000192-e326-df50-a1bf-fbeef3fc0000,
Haaretz,Former Israeli defense minister says Netanyahu must be declared unfit,"Moshe Ya'alon, a member of Netanyahu's Likud party throughout his political career, said the prime minister has put his political survival over Israel's national interests",Former Israeli Defense Minister Moshe Ya'alon has called on the leaders of the military and Shin Bet security service to join forces with Attorney General Gali Baharav-Miara and declare that Prime Mi… [+2148 chars],https://www.haaretz.com/israel-news/2024-10-31/ty-article/former-israeli-defense-minister-says-netanyahu-must-be-declared-unfit/00000192-e365-dcb9-a9db-efe585730000,
The Daily Caller,Trump Reportedly Told Netanyahu Israel Needs To Finish Gaza War By Time He Takes Office,Former President Donald Trump has told Israeli Prime Minister Benjamin Netanyahu that Israel's war in Gaza needs to be finished by the time he takes office in January.,"Former President Donald Trump reportedly told Israeli Prime Minister Benjamin Netanyahu that if he wins a second term Israel’s war in Gaza needs to be finished by the time he takes office in January,… [+3233 chars]",https://dailycaller.com/2024/10/30/trump-reportedly-told-netanyahu-israel-needs-finish-gaza-war/,
Ibtimes.com.au,Israel's Netanyahu Hoping For Trump Triumph,"With the US presidential election heading into the home stretch, Israeli Prime Minister Benjamin Netanyahu will likely be hoping for Donald Trump to return to the White House.","With the US presidential election heading into the home stretch, Israeli Prime Minister Benjamin Netanyahu will likely be hoping for Donald Trump to return to the White House.  Trump's last time in o… [+4349 chars]",https://www.ibtimes.com.au/israels-netanyahu-hoping-trump-triumph-1852831,
Haaretz,"ICC judge weighing arrest warrants against Netanyahu and Gallant replaced, likely delaying decision","Judge Iulia Motoc of the International Criminal Court at The Hague asked to be taken off the case on medical grounds, and is set to be replaced by Slovenian judge Beti Hohler","The presiding judge of an International Criminal Court panel considering a request to issue arrest warrants for Israeli Prime Minister Benjamin Netanyahu, his defense minister and senior Hamas leader… [+38 chars]",https://www.haaretz.com/israel-news/2024-10-26/ty-article/.premium/icc-judge-in-case-against-netanyahu-and-gallant-replaced-likely-delaying-decision/00000192-c7b0-d63b-adb3-dff967d30000,
Haaretz,Netanyahu boasts of Israel's military gains at sparsely attended Oct. 7 memorial ceremonies,Israel's defense minister said at the official ceremony in memory of fallen Israeli soldiers that 'Not every goal can be reached with just military action. Force is not everything',"The weekend was especially packed and busy at the Mount Herzl Military Cemetery in Jerusalem. On Friday, funerals for fallen soldiers were held one after another until the Shabbat began, and then thr… [+242 chars]",https://www.haaretz.com/israel-news/2024-10-27/ty-article/.premium/netanyahu-boasts-of-israels-military-gains-at-sparsely-attended-oct-7-memorial-events/00000192-cf9e-d628-a9df-ffde4d060000,
Haaretz,"Israeli ministers visit Gaza border community attacked by Hamas on Oct. 7, absent Netanyahu","'Netanyahu and Sinwar are the same to me': Israeli government ministers participated in a tour of Kibbutz Nir Oz, which was hard hit in the October 7 Hamas attack. PM Netanyahu did not respond to the invitation","'Netanyahu and Sinwar are the same to me': Israeli government ministers participated in a tour of Kibbutz Nir Oz, which was hard hit in the October 7 Hamas attack. PM Netanyahu did not respond to the… [+10 chars]",https://www.haaretz.com/israel-news/2024-10-27/ty-article/.premium/israeli-ministers-visit-gaza-border-kibbutz-stormed-by-hamas-on-oct-7-absent-netanyahu/00000192-cf17-d282-a1bb-fff778860000,
Haaretz,"Defense Minister Gallant tells Netanyahu: Israel is conducting war without a compass, needs new war goals","In a letter sent to Netanyahu and Israel's security cabinet, Gallant said 'the current situation in which we operate harms the management of the campaign and the cabinet's decisions.' He proposed four new war objectives, including the need for 'an alternative…","In a letter sent to Netanyahu and Israel's security cabinet, Gallant said 'the current situation in which we operate harms the management of the campaign and the cabinet's decisions.' He proposed fou… [+82 chars]",https://www.haaretz.com/israel-news/2024-10-27/ty-article/.premium/gallant-tells-netanyahu-israel-is-conducting-war-without-a-compass-needs-new-war-goals/00000192-cf80-d6a0-affe-cfa7ac780000,
Haaretz,Israel's defense chiefs say fighting in Gaza and Lebanon has run its course. Does Netanyahu agree?,"There's wall-to-wall agreement within the defense establishment that, given Israel's achievement and to avoid getting embroiled, Israel should seek agreements to end the fighting on both fronts and secure the release of the hostages. The question is: What doe…","The consensus in the defense establishment over the progress of the war is surprisingly broad. All senior officials, from Defense Minister Yoav Gallant on down, have been speaking in near-unison for … [+404 chars]",https://www.haaretz.com/israel-news/2024-10-30/ty-article/.premium/israels-army-chiefs-say-war-in-gaza-and-lebanon-has-run-its-course-does-netanyahu-agree/00000192-da1e-d775-a59b-dabe4e140000,
Haaretz,"Already 60 years ago, Israel's Knesset hoped to prevent what Netanyahu is attempting to do now","After the Six-Day War, a law on state commissions of inquiry was passed by the Knesset. The majority of the Israeli public strongly supports establishing a new commission into the October 7 attacks","The Six-Day War is remembered by all as a resounding victory. Were he still alive, it's possible that then-Prime Minister Levy Eshkol would use the term ""total victory."" Nonetheless, the Israeli euph… [+270 chars]",https://www.haaretz.com/israel-news/2024-10-31/ty-article-magazine/.premium/already-60-years-ago-the-knesset-hoped-to-prevent-what-netanyahu-is-attempting-to-do-now/00000192-dd64-d956-a19f-fd7587070000,
Haaretz,Benjamin Netanyahu is campaigning to persuade Israelis to forget about the hostages,"My friend Omri Miran – a father of two young girls who was kidnapped on October 7 – remains in Gaza, while we wait for the urgency of his release to overcome the cynical political calculations of Israel's prime minister","Exactly six months ago, a video was released by Hamas showing my friend Omri Miran, a 47-year-old father of two young girls who was kidnapped on October 7 right in front of his daughters. The video s… [+93 chars]",https://www.haaretz.com/israel-news/haaretz-today/2024-10-28/ty-article/.highlight/benjamin-netanyahu-is-campaigning-to-persuade-israelis-to-forget-about-the-hostages/00000192-d3ec-df2b-a5db-d7fcfc310000,
Haaretz,Netanyahu seeks state funds to renovate Caesarea villa after Hezbollah drone attack,"Despite his office denying the report, Netanyahu has previously used state funds to reinforce his personal residence. In the attack, one drone struck the residence, damaging a window and leaving a crater on the property. No one was home during the strike","The Prime Minister's Office is seeking two million shekels (roughly $530,000) to further reinforce Prime Minister Benjamin Netanyahu's private residence in Caesarea, central Israel, against rockets a… [+67 chars]",https://www.haaretz.com/israel-news/2024-10-28/ty-article/.premium/netanyahu-seeks-state-funds-to-renovate-caesarea-villa-after-hezbollah-drone-attack/00000192-d30c-d1fc-a7ba-fb0ee3690000,
Haaretz,Netanyahu to assess progress of Lebanon cease-fire as defense officials back deal,U.S.-led mediation efforts aim to end hostilities and push Hezbollah forces north; Israel presents three conditions for long-term security,U.S.-led mediation efforts aim to end hostilities and push Hezbollah forces north; Israel presents three conditions for long-term security,https://www.haaretz.com/israel-news/2024-10-29/ty-article/.premium/netanyahu-to-assess-progress-of-lebanon-cease-fire-as-defense-officials-back-deal/00000192-d9cc-d775-a59b-d9fe4cb00000,
Haaretz,Netanyahu says Israel pursuing brief Gaza cease-fire in exchange for a few hostages,"Netanyahu informed Likud members that Israel is working toward a deal based on Egypt's recent proposal, though Hamas has indicated it would only agree if the deal is used to jump-start a process that would see Israel's complete withdrawal from the Gaza Strip","Israel is trying to reach a deal in which a few hostages would be returned in exchange for a brief cease-fire in Gaza, in line with a proposal unveiled by Egypt on Sunday, Prime Minister Benjamin Net… [+68 chars]",https://www.haaretz.com/israel-news/2024-10-28/ty-article/.premium/netanyahu-says-israel-pursuing-brief-cease-fire-in-exchange-for-a-few-hostages-return/00000192-d3eb-d6a0-affe-dfefa5550000,
Breitbart News,Report: ICC Prosecutor Targeting Netanyahu Tried to Suppress Sexual Misconduct Probe,International Criminal Court (ICC) prosecutor Karim Khan reportedly pressured an unnamed woman into not cooperating with a sexual misconduct investigation against him. The post Report: ICC Prosecutor Targeting Netanyahu Tried to Suppress Sexual Misconduct Pro…,"International Criminal Court (ICC) prosecutor Karim Khan, the face of an effort to prosecute Israeli Prime Minister Benjamin Netanyahu for the country’s self-defense efforts against the jihadists of … [+7308 chars]",https://www.breitbart.com/middle-east/2024/10/28/report-icc-prosecutor-targeting-netanyahu-tried-to-suppress-sexual-misconduct-probe/,
Breitbart News,MSNBC's Reid: Netanyahu 'Determined to Escalate a Regional War' by Responding to Iran's Attack,"On Friday’s broadcast of MSNBC’s “The ReidOut,” host Joy Reid reacted to Israel launching strikes against Iran in response to Iran’s earlier attack on Israel by stating that it seems as though Israeli Prime Minister Benjamin Netanyahu “is determined to The po…","On Friday’s broadcast of MSNBC’s “The ReidOut,” host Joy Reid reacted to Israel launching strikes against Iran in response to Iran’s earlier attack on Israel by stating that it seems as though Israel… [+1016 chars]",https://www.breitbart.com/clips/2024/10/25/msnbcs-reid-netanyahu-determined-to-escalate-a-regional-war-by-responding-to-irans-attack/,
Haaretz,"Israel at war, day 388: Israel pursuing brief cease-fire deal for a few hostages, Netanyahu says",Netanyahu: Israel trying to promote small deal to release several hostages in exchange for short cease-fire in Gaza ■ Hamas reportedly willing to accept Egyptian proposal for two-day truce that would include release of four living hostages and Palestinian pri…,Netanyahu: Israel trying to promote small deal to release several hostages in exchange for short cease-fire in Gaza Hamas reportedly willing to accept Egyptian proposal for two-day truce that would i… [+363 chars],https://www.haaretz.com/israel-news/2024-10-28/ty-article/.premium/israel-at-war-day-388-israel-pursuing-brief-cease-fire-deal-for-a-few-hostages/00000192-d442-d628-a9df-fcda483b0000,
Ibtimes.com.au,"Netanyahu Hails 'Precise' Strike On Iran As Israel Pounds Lebanon, Gaza","Prime Minister Benjamin Netanyahu declared on Sunday that Israel's ""precise and powerful"" strikes on Iran had been a success, as his country's forces pounded targets in Gaza and Lebanon.","Prime Minister Benjamin Netanyahu declared on Sunday that Israel's ""precise and powerful"" strikes on Iran had been a success, as his country's forces pounded targets in Gaza and Lebanon.  The previou… [+5350 chars]",https://www.ibtimes.com.au/netanyahu-hails-precise-strike-iran-israel-pounds-lebanon-gaza-1852845,
Independent.ie,"Lorraine Courtney: Galway banning Benjamin Netanyahu and gesture politics are a start, but Ireland must use its voice to demand a ceasefire",Galway has just banned Israeli prime minister Benjamin Netanyahu and his entire cabinet in a spectacular piece of Irish geopolitical theatre.,"Galway has just banned Israeli prime minister Benjamin Netanyahu and his entire cabinet in a spectacular piece of Irish geopolitical theatre.  The motion, tabled by Labour Councillor Níall McNelis sa… [+193 chars]",https://www.independent.ie/opinion/comment/lorraine-courtney-galway-banning-benjamin-netanyahu-and-gesture-politics-are-a-start-but-ireland-must-use-its-voice-to-demand-a-ceasefire/a1407125314.html,
Fox News,Trump gives Netanyahu deadline to end Israel-Hamas war by January if he takes office: report,"Former President Donald Trump has reportedly asked Prime Minister Benjamin Netanyahu to end the Israel-Hamas war by Jan. 20, according to the Times of Israel.","Former President Trump reportedly asked Israeli Prime Minister Benjamin Netanyahu to wrap up the Israel-Hamas war by the time he gets inaugurated, if he is elected, according to the Times of Israel. … [+2119 chars]",https://www.foxnews.com/world/trump-gives-netanyahu-deadline-end-israel-hamas-war-january-he-takes-office-report,
Jewishnews.co.uk,Chancellor signs warning letter to Netanyahu over potential collapse of West Bank banks,Rachel Reeves and her US counterpart Janet Yellen are among eight signatories of letter raising fears over actions of finance minister Bezalel Smotrich,Rachel Reeves has put her signature to a letter sent to Benjamin Netanyahu warning that one of his far-right ministers is close to causing the collapse of the banking system in the West Bank.  The UK… [+1886 chars],https://www.jewishnews.co.uk/chancellor-signs-warning-letter-to-netanyahu-over-potential-collapse-of-west-bank-banks/,
Times of Malta,Netanyahu gives Putin a helping hand,A suddenly higher oil price will boost Putin’s oil profits,"Oil bulls have long scratched their heads about stubbornly low oil prices, despite a multitude of ever more threatening geopolitical hotspots. In a recent opinion piece,  I have argued that the root … [+7249 chars]",https://timesofmalta.com/article/netanyahu-gives-putin-helping-hand.1100004,
Tbsnews.net,War crimes court replaces judge in Netanyahu arrest case on health grounds,"In May prosecutors asked for arrest warrants for Netanyahu, his Defence Minister Yoav Gallant and three Hamas leaders, saying there were reasonable grounds that the men had committed war crimes and crimes against humanity","The International Criminal Court (ICC) said on Friday it had replaced one of the judges deciding on a prosecution request for an arrest warrant for Israeli Prime Minister Benjamin Netanyahu, a move t… [+877 chars]",https://www.tbsnews.net/world/war-crimes-court-replaces-judge-netanyahu-arrest-case-health-grounds-976396,
NPR,"Netanyahu could take steps to end wars after Trump's win, Middle East officials say",Officials throughout the Middle East welcomed Donald Trump’s victory — amid anticipation and anxiety across the region over how he could change the course of the wars raging from Gaza to Lebanon and beyond.,"TEL AVIV, Israel Congratulations on historys greatest comeback! Israeli Prime Minister Benjamin Netanyahu tweeted.  Officials throughout the Middle East welcomed Donald Trumps victory amid anticipati… [+2219 chars]",https://www.npr.org/2024/11/06/g-s1-33019/netanyahu-could-take-steps-to-end-wars-with-trumps-win-middle-east-officials-say,
Yahoo Entertainment,Israel investigates leaks that appear to have bolstered Netanyahu as Gaza truce talks stalled \,An Israeli court on Sunday was considering whether to lift a gag order on a case surrounding suspected leaks of classified information from an associate of...,Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways  T… [+4966 chars],https://www.yahoo.com/news/israel-investigates-leaks-appear-bolstered-150121079.html,
BBC News,Israel's Netanyahu shows who calls the shots with Gallant sacking,The PM's decision to replace his defence minister follows sharp disagreements over Israel's war strategy.,Benjamin Netanyahu (R) said trust had cracked between him and Yoav Gallant (L)  Weve known for months that there is no love lost between Israeli Prime Minister Benjamin Netanyahu and his now former D… [+4573 chars],https://www.bbc.com/news/articles/clyvl72zdzqo,
BBC News,"Netanyahu aide leaks may have torpedoed hostage deal, court says",A top Netanyahu aide was among those arrested and investigated over leaked and falsified documents.,"Attempts to secure a peace deal in Gaza and secure the release of hostages held by Hamas may have been compromised by leaked and falsified documents involving a close aide to the prime minister, an I… [+4377 chars]",https://www.bbc.com/news/articles/cd9n02xxexko,
Al Jazeera English,Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,Netanyahu says he has lost confidence in Gallant over the management of Israel's ongoing wars in Gaza and Lebanon.,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister, Yoav Gallant, and appointed Israel Katz to succeed him.  In a surprise announcement on Tuesday, Netanyahu said he had lost co… [+415 chars]",https://www.aljazeera.com/news/2024/11/5/israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
Al Jazeera English,Video: Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz.","NewsFeed  Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz. Al Jazeeras Mohamed Vall explains how a long-standing rift over Gaza t… [+20 chars]",https://www.aljazeera.com/program/newsfeed/2024/11/5/video-israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
Biztoc.com,Netanyahu visits Lebanese border,"Israeli Prime Minister Benjamin Netanyahu made a visit to the Lebanese border on Sunday amid ongoing military operations, his office announced. This marks his second trip to the area in less than a m...","Israeli Prime Minister Benjamin Netanyahu made a visit to the Lebanese border on Sunday amid ongoing military operations, his office announced.This marks his second trip to the area in less than a m.… [+67 chars]",https://biztoc.com/x/1b58069cbe36cb71,
Al Jazeera English,Israel’s wartime row: What’s behind the rift between Netanyahu and Gallant?,The prime minister has sacked his defiant defence minister in an attempt to settle a schism at the pinnacle of power.,"As Americans cast their votes in a monumental presidential election, Israeli Prime Minister Benjamin Netanyahu quietly ousted Defence Minister Yoav Gallant.  The two figures shared an openly divisive… [+5441 chars]",https://www.aljazeera.com/news/2024/11/6/israels-wartime-row-whats-behind-the-rift-between-netanyahu-and-gallant,
Biztoc.com,Netanyahu fires Israeli defense minister,"Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant.  Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being driven largely by domestic political pressure, including from me…",Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant. Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being drive… [+136 chars],https://biztoc.com/x/56a9082807389ec5,
Nakedcapitalism.com,Netanyahu Replaces Fired Israeli Defense Minister With ‘Another Genocidal Lunatic’,"Israel's new defense minister, Israel Katz, is even more bloody-minded than the one Netanyahu sacked.",Yves here. I hate to sound like a stickler regarding the Common Dreams post reproduced below. Trying to find differences among genodicers may sound like what the Japanese call a height competition am… [+11568 chars],https://www.nakedcapitalism.com/2024/11/netanyahu-replaces-fired-israeli-defense-minister-with-another-genocidal-lunatic.html,
Biztoc.com,Netanyahu fires Israeli defense minister amid disagreements over Gaza campaign,"The News Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PM’s office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon Sa’ar will replace Katz as foreign minister. In a video pos…","The NewsIsraeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PMs office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon S… [+140 chars]",https://biztoc.com/x/35eb895e5e1b0f90,
Biztoc.com,"Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil   After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, a…","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil  After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Be… [+143 chars]",https://biztoc.com/x/1747e94154b78ae7,
Biztoc.com,Israel hostage families attack Netanyahu over Hamas leaks,Five arrested over allegations that prime minister’s opponents say ‘ought to horrify every Israeli’,"Five arrested over allegations that prime ministers opponents say ought to horrify every Israeli  This story appeared on ft.com, 2024-11-05 17:02:22.",https://biztoc.com/x/db545df754d86946,
Biztoc.com,Israel's Netanyahu dismisses defense minister in surprise announcement,"While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal that could bring home hostages held by the militant group.","While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal… [+112 chars]",https://biztoc.com/x/ad5577a25444f1b1,
CBC News,"Netanyahu wanted a Trump victory, and got it. What will it mean for the war?","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media posts were full of excitement. Netanyahu has reason to be pleased. Now, he sees the man he once called ""Israel's best friend"" returning to…","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media  posts   were full of excitement.   Calling it ""history's greatest comeback!"",… [+9087 chars]",https://www.cbc.ca/news/world/israel-trump-1.7375519,
CBC News,"Israel's Netanyahu dismisses defence minister, citing 'crisis of trust' amid multiple wars","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts across the region.","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2608 chars]",https://www.cbc.ca/news/world/netanyahu-gallant-1.7374256,
Forbes,Netanyahu Fires Israeli Defense Minister Yoav Gallant—Citing ‘Crisis Of Trust’,Netanyahu said his trust in Gallant had “eroded” in recent months.,"Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant on Tuesday, after Netanyahu said trust between the two officials had eroded in recent months following disagreements over… [+2235 chars]",https://www.forbes.com/sites/tylerroush/2024/11/05/netanyahu-fires-israeli-defense-minister-yoav-gallant-citing-crisis-of-trust/,
RT,Netanyahu fires Israeli defense minister,Israeli PM Benjamin Netanyahu has fired Defense Minister Yoav Gallant for “broken trust” Read Full Article at RT.com,"Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, citing “significant gaps” in their position on the war against Hamas and Hezbollah.  Foreign Minister Israel Katz ha… [+1365 chars]",https://www.rt.com/news/607071-netanyahu-fires-defense-minister/,
CBS News,"Netanyahu, world leaders react to Trump's win",Israeli Prime Minister Benjamin Netanyahu and other world leaders are reacting to former President Donald Trump's 2024 presidential election win. CBS News' Holly Williams reports.,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-world-leaders-react-to-trumps-win/,
RT,Netanyahu aide arrested over alleged leaks – Axios,Authorities in Israel have reportedly arrested an aide to Prime Minister Benjamin Netanyahu as scandal grows over possible leak to press Read Full Article at RT.com,"An aide to Israeli Prime Minister Benjamin Netanyahu is among several suspects who have been arrested as part of an investigation into a possible security breach at the PM’s office, Axios claimed on … [+2501 chars]",https://www.rt.com/news/606914-netanyahu-aide-arrested-leak/,
BBC News,Israel PM Netanyahu fires defence minister Gallant,"Netanyahu says trust between him Gallant has ""eroded"" in recent months.","Israel's Prime Minister Benjamin Netanyahu has fired defence minister Yoav Gallant, saying there is a ""crisis of trust"" between them.  Netanyahu said in a statement that his trust in Gallant had ""ero… [+1458 chars]",https://www.bbc.com/news/articles/cqj07jdzzgno,
CBS News,Israeli Prime Minister Benjamin Netanyahu fires his defense minister,Israeli Prime Minister Benjamin Netanyahu and defense minister Yoav Gallant have repeatedly been at odds over the war in Gaza.,"Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2541 chars]",https://www.cbsnews.com/news/israel-defense-minister-fired-yoav-gallant/,
CBS News,Benjamin Netanyahu fires Israel's defense minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu fired his defense minister, Yoav Gallant, as Israel's conflicts in the Middle East grow. Netanyahu said there was a ""crisis of trust"" between him and Gallant. CBS News' Holly Williams has the latest.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/benjamin-netanyahu-fires-israels-defense-minister-yoav-gallant/,
