category,source,title,description,content,url,publishedAt
,Foreign Policy,Netanyahu Appoints New Ambassador to the U.S.,Yechiel Leiter’s support for settlements hints at the Israeli prime minister’s hopes for the new Trump administration.,"Israeli Prime Minister Benjamin Netanyahu appointed Yechiel Leiter to serve as the countrys next ambassador to Washington, Netanyahus office announced on Friday. Leiter previously served as his chief… [+1150 chars]",https://foreignpolicy.com/2024/11/08/netanyahu-appoints-new-us-ambassador-yechiel-leiter-trump/,
,Memeorandum.com,Netanyahu appoints new Israeli ambassador to US (Filip Timotija/The Hill),Filip Timotija / The Hill: Netanyahu appoints new Israeli ambassador to US  —  Prime Minister Benjamin Netanyahu appointed a new Israeli ambassador to the U.S. this week.  —  Netanyahu tapped U.S.-born Dr. Yechiel Leiter to succeed Michael Herzog as the Jewis…,"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.  Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",https://www.memeorandum.com/241108/p47,
,Biztoc.com,Netanyahu appoints new Israeli ambassador to US,"Israeli Prime Minister Benjamin Netanyahu announced on Friday that his former chief of staff, Yechiel Leiter, will serve as Israel's new ambassador to the United States.""Yechiel Leiter is a highly tal...","Israeli Prime Minister Benjamin Netanyahu announced on Friday that his former chief of staff, Yechiel Leiter, will serve as Israel's new ambassador to the United States.""Yechiel Leiter is a highly ta… [+69 chars]",https://biztoc.com/x/72985e2459292159,
,New York Post,Israeli soccer fans in Amsterdam attacked by mob shouting ‘Free Palestine’ — Netanyahu sends planes to evacuate citizens,"Hundreds of fans of the Maccabi Tel Aviv soccer club were targeted as they walked out of the stadium following a Europa League game against a Dutch team, AFC Ajax, the Israeli Embassy to the United States said.","Israeli soccer fans were ambushed and brutally assaulted in Amsterdam overnight Thursday by a mob shouting “Free Palestine,” leading the Jewish states government to send planes to evacuate its citize… [+3723 chars]",https://nypost.com/2024/11/08/world-news/israeli-soccer-fans-ambushed-in-amsterdam-after-europa-league-game-in-netherlands/,
,Biztoc.com,Netanyahu urges Netherlands to 'act swiftly against rioters',"Israeli Prime Minister Benjamin Netanyahu called on Dutch Prime Minister Dick Schoof and local security forces to ""to act decisively and swiftly"" against apparent pro-Palestinian rioters who...","Israeli Prime Minister Benjamin Netanyahu called on Dutch Prime Minister Dick Schoof and local security forces to ""to act decisively and swiftly"" against apparent pro-Palestinian rioters who...  This… [+59 chars]",https://biztoc.com/x/6b373f26ce00b6b8,
,Antiwar.com,Conflicts of Interest: Netanyahu and Zelensky Prepare For Trump’s Return,"On COI #707, Kyle Anzalone discusses the latest news on Trump’s reelection. Subscribe on YouTube and audio-only.","On COI #707, Kyle Anzalone discusses the latest news on Trump’s reelection.  Subscribe on YouTube and audio-only.",https://www.antiwar.com/blog/2024/11/07/conflicts-of-interest-netanyahu-and-zelensky-prepare-for-trumps-return/,
,Biztoc.com,"Netanyahu told US no plans for more security firings, report says","Israeli Prime Minister Benjamin Netanyahu assured US President Joe Biden's administration that he does not intend to pursue further dismissals of key military and security leaders, despite recently fi...","Israeli Prime Minister Benjamin Netanyahu assured US President Joe Biden's administration that he does not intend to pursue further dismissals of key military and security leaders, despite recently f… [+69 chars]",https://biztoc.com/x/03bfbc376298c4a6,
,Haaretz,Israeli ministers to discuss independent intelligence review body under Netanyahu,"According to the bill, the body will be tasked with providing alternative intelligence assessments before making any security-related decisions and will report directly to the prime minister","According to the bill, the body will be tasked with providing alternative intelligence assessments before making any security-related decisions and will report directly to the prime minister",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/israeli-ministers-to-discuss-independent-intelligence-review-body-under-netanyahu/00000193-0711-de12-adbb-8777eab80000,
,Haaretz,Israel's top comedy show features sketch of Netanyahu asking public to forget his mistakes,"The show's season opener struck an uncharacteristically serious tone, with three sketches that were intended to make the audience think rather than laugh","Israel's satire show in the style of Saturday Night Live, Eretz Nehederet, returned for its 22nd season on Wednesday night with a sketch featuring Prime Minister Benjamin Netanyahu urging the Israeli… [+30 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/israels-top-comedy-show-features-sketch-of-netanyahu-asking-public-to-forget-his-mistakes/00000193-06fd-d8ad-a3ff-3efff1050000,
,Haaretz,"Official: Police aim to limit scope of BibiLeaks probe, distance it from Netanyahu","A senior law enforcement official told Haaretz that tensions exist within the investigation into the leak of classified materials. Police, investigating alongside the Shin Bet, rejected claims, attributing them to a professional disagreement among authorities","A senior law enforcement official told Haaretz that tensions exist within the investigation into the leak of classified materials. Police, investigating alongside the Shin Bet, rejected claims, attri… [+59 chars]",https://www.haaretz.com/israel-news/2024-11-08/ty-article/.premium/official-police-aim-to-limit-scope-of-bibileaks-probe-distance-it-from-netanyahu/00000193-0bcd-dd35-a79f-6bffc4450000,
,Haaretz,"Ousted Defense Chief Gallant: Israeli army achieved all Gaza objectives, Netanyahu alone decides on deal","Gallant urged the families of Israelis hostage in Gaza to continue pressuring the prime minister for a deal to release their loved ones, adding that there is no reason for Israel not to pursue an agreement","Fired Israeli Defense Minister Yoav Gallant told hostage families on Thursday that Prime Minister Benjamin Netanyahu's decision-making regarding a hostage deal ""is neither military nor political,"" an… [+99 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/ousted-dm-gallant-idf-achieved-all-gaza-objectives-netanyahu-alone-decides-on-deal/00000193-079b-dd35-a79f-6fbb2ab20000,
,Haaretz,"By firing Gallant, Netanyahu removed one obstacle, but ousting the AG and Shin Bet chief will be harder","As probes rock his office, it seems that Prime Minister Netanyahu is laying the groundwork for his next moves. While the High Court may side with the gatekeepers, it won't be able to stop the coup on its own","Analysis | As probes rock his office, it seems that Prime Minister Netanyahu is laying the groundwork for his next moves. While the High Court may side with the gatekeepers, it won't be able to stop … [+18 chars]",https://www.haaretz.com/israel-news/2024-11-07/ty-article/.premium/by-firing-gallant-pm-removed-one-obstacle-but-ousting-ag-shin-bet-chief-will-be-harder/00000193-07d1-de12-adbb-87f794160000,
,Haaretz,"Netanyahu appoints Yechiel Leiter as Israel's ambassador to U.S. Hardline settler, ex-member of far-right Kahanist group","American immigrant, former member of Meir Kahane's Jewish Defense League, West Bank annexation supporter, senior fellow at Kohelet Policy Forum and first-time diplomat. The pick signals Netanyahu's intention to align with Israel's settler movement in collabor…","American immigrant, former member of Meir Kahane's Jewish Defense League, West Bank annexation supporter, senior fellow at Kohelet Policy Forum and first-time diplomat. The pick signals Netanyahu's i… [+103 chars]",https://www.haaretz.com/israel-news/2024-11-08/ty-article/.premium/netanyahu-picks-yechiel-leiter-as-ambassador-to-u-s-settler-ex-member-of-kahanist-group/00000193-0c1a-d3a2-a3d7-4f5b295d0000,
,Fox News,"Netanyahu asks Dutch leader for increased security after attacks, IDF plans rescue mission in Amsterdam",Israeli soccer fans were attacked by anti-Israel protesters outside a stadium in Amsterdam. Up to 20 Israelis were injured and seven others are unaccounted for.,Israeli Prime Minister Benjamin Netanyahu on Friday asked his counterpart in the Netherlands to provide more security for Israelis after fans of the Maccabi Tel Aviv FC    soccer team were attacked o… [+2150 chars],https://www.foxnews.com/world/netanyahu-asks-dutch-leader-increased-security-after-attacks-idf-plans-rescue-mission-amsterdam,
,Biztoc.com,Netanyahu to send rescue planes to Amsterdam after violence against Israeli football fans,Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv,"Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv  This story appeared on ft.com, 2024-11-08 09:04:21.",https://biztoc.com/x/a0f589692c0f564c,
,Breitbart News,Netanyahu Sends Planes to Rescue Israelis from Amsterdam,Israeli Prime Minister Benjamin Netanyahu sent two planes to Amsterdam in The Netherlands to rescue Israelis from rampaging pro-Palestinian mobs who attacked them in the streets after the local Ajax soccer team defeated Israel's Maccabi Tel Aviv. The post Net…,Israeli Prime Minister Benjamin Netanyahu sent two planes to Amsterdam in The Netherlands to rescue Israelis from rampaging pro-Palestinian mobs who attacked them in the streets after the local Ajax … [+1797 chars],https://www.breitbart.com/sports/2024/11/07/netanyahu-sends-planes-to-rescue-israelis-from-amsterdam/,
,CBS News,Netanyahu sends 2 planes to Netherlands to rescue Israeli soccer fans,Israeli and Dutch leaders have condemned a mass attack on Israeli soccer fans in Amsterdam as clear and violent antisemitism.,"Amsterdam — Antisemitic rioters ""actively sought out Israeli supporters to attack and assault them"" after a soccer match in Amsterdam, authorities in the Netherlands said Friday, with police reportin… [+4198 chars]",https://www.cbsnews.com/news/amsterdam-israeli-soccer-fans-attacked-after-maccabi-match/,
,CBS News,Netanyahu sends 2 planes to Netherlands to rescue Israeli soccer fans,Prime Minister Benjamin Netanyahu sent two planes to the Netherlands to fly Israeli soccer fans home after what were called antisemitic attacks on them before and after a match in Amsterdam.,"Amsterdam — Antisemitic rioters ""actively sought out Israeli supporters to attack and assault them"" after a soccer match, Amsterdam authorities said Friday as Israel said it was sending planes to the… [+3581 chars]",https://www.cbsnews.com/news/netanyahu-2-rescue-planes-netherlands-israeli-soccer-fans-violence-amsterdam/,
,New York Post,Israeli soccer fans in Amsterdam attacked by mob shouting ‘Free Palestine’ — Netanyahu sends planes to evacuate citizens,"Hundreds of fans of the Maccabi Tel Aviv soccer club were targeted as they walked out of the stadium following a Europa League game against a Dutch team, AFC Ajax, the Israeli Embassy to the United States said.","Israeli soccer fans were ambushed and brutally assaulted in Amsterdam overnight Thursday by a mob shouting “Free Palestine,” leading the Jewish states government to send planes to evacuate its citize… [+3723 chars]",https://nypost.com/2024/11/08/world-news/israeli-soccer-fans-ambushed-in-amsterdam-after-europa-league-game-in-netherlands/,
,Biztoc.com,Netanyahu urges Netherlands to 'act swiftly against rioters',"Israeli Prime Minister Benjamin Netanyahu called on Dutch Prime Minister Dick Schoof and local security forces to ""to act decisively and swiftly"" against apparent pro-Palestinian rioters who...","Israeli Prime Minister Benjamin Netanyahu called on Dutch Prime Minister Dick Schoof and local security forces to ""to act decisively and swiftly"" against apparent pro-Palestinian rioters who...  This… [+59 chars]",https://biztoc.com/x/6b373f26ce00b6b8,
,Fox News,"Netanyahu asks Dutch leader for increased security after attacks, IDF plans rescue mission in Amsterdam",Israeli soccer fans were attacked by anti-Israel protesters outside a stadium in Amsterdam. Up to 20 Israelis were injured and seven others are unaccounted for.,Israeli Prime Minister Benjamin Netanyahu on Friday asked his counterpart in the Netherlands to provide more security for Israelis after fans of the Maccabi Tel Aviv FC    soccer team were attacked o… [+2150 chars],https://www.foxnews.com/world/netanyahu-asks-dutch-leader-increased-security-after-attacks-idf-plans-rescue-mission-amsterdam,
,The Atlantic,Why Netanyahu Fired His Defense Minister,The Israeli prime minister faces a dilemma that Yoav Gallant’s departure won’t solve.,"On Tuesday evening, a political earthquake shook Israel: In the midst of war, Prime Minister Benjamin Netanyahu dismissed his defense minister, Yoav Gallant.The quake was inevitable, even if the timi… [+6287 chars]",https://www.theatlantic.com/international/archive/2024/11/israel-cabinet-coalition-change/680583/,
,NBC News,Israel's Netanyahu appoints new ambassador to United States,"Israeli Prime Minister Benjamin Netanyahu appointed U.S.-born Yechiel Leiter, as the next Israeli ambassador to the United States.","Israeli Prime Minister Benjamin Netanyahu appointed U.S.-born Yechiel Leiter, an official who previously served as chief of staff in the finance ministry, as the next Israeli ambassador to the United… [+1132 chars]",https://www.nbcnews.com/news/world/israel-netanyahu-new-ambassador-united-states-yechiel-leiter-rcna179300,
,Foreign Policy,Netanyahu Appoints New Ambassador to the U.S.,Yechiel Leiter’s support for settlements hints at the Israeli prime minister’s hopes for the new Trump administration.,"Israeli Prime Minister Benjamin Netanyahu appointed Yechiel Leiter to serve as the countrys next ambassador to Washington, Netanyahus office announced on Friday. Leiter previously served as his chief… [+1150 chars]",https://foreignpolicy.com/2024/11/08/netanyahu-appoints-new-us-ambassador-yechiel-leiter-trump/,
,Memeorandum.com,Netanyahu appoints new Israeli ambassador to US (Filip Timotija/The Hill),Filip Timotija / The Hill: Netanyahu appoints new Israeli ambassador to US  —  Prime Minister Benjamin Netanyahu appointed a new Israeli ambassador to the U.S. this week.  —  Netanyahu tapped U.S.-born Dr. Yechiel Leiter to succeed Michael Herzog as the Jewis…,"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.  Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",https://www.memeorandum.com/241108/p47,
,Biztoc.com,Netanyahu appoints new Israeli ambassador to US,"Israeli Prime Minister Benjamin Netanyahu announced on Friday that his former chief of staff, Yechiel Leiter, will serve as Israel's new ambassador to the United States.""Yechiel Leiter is a highly tal...","Israeli Prime Minister Benjamin Netanyahu announced on Friday that his former chief of staff, Yechiel Leiter, will serve as Israel's new ambassador to the United States.""Yechiel Leiter is a highly ta… [+69 chars]",https://biztoc.com/x/72985e2459292159,
,HuffPost,Looming Trump Presidency Set To Embolden Netanyahu And Hurt Palestinians,"The new U.S. administration is “going to be terrible for any sort of humanitarian effort in Palestine,” a State Department official told HuffPost.","Israeli Prime Minister Benjamin Netanyahu has already celebrated Donald Trumps U.S. presidential election victory this week as historys greatest comeback. And on Friday, Netanyahu signaled what he th… [+12594 chars]",https://www.huffpost.com/entry/netanyahu-trump-election-palestinians_n_672fbaa6e4b052f25adc818f,
,Haaretz,"Official: Police aim to limit scope of BibiLeaks probe, distance it from Netanyahu","A senior law enforcement official told Haaretz that tensions exist within the investigation into the leak of classified materials. Police, investigating alongside the Shin Bet, rejected claims, attributing them to a professional disagreement among authorities","A senior law enforcement official told Haaretz that tensions exist within the investigation into the leak of classified materials. Police, investigating alongside the Shin Bet, rejected claims, attri… [+59 chars]",https://www.haaretz.com/israel-news/2024-11-08/ty-article/.premium/official-police-aim-to-limit-scope-of-bibileaks-probe-distance-it-from-netanyahu/00000193-0bcd-dd35-a79f-6bffc4450000,
,Haaretz,"In sign of growing strains, Netanyahu not invited to biggest Jewish-American confab of the year","Netanyahu not being invited to address the Jewish Federations of North America is a sign of how divisive a figure he has become in the U.S., even among Jewish organizations that have typically refrained from criticizing the Israeli prime minister and his gove…","For the first time in his many years of serving as prime minister of Israel, Benjamin Netanyahu has not been invited to address the annual conference of the Jewish Federations of North America, which… [+41 chars]",https://www.haaretz.com/israel-news/2024-11-09/ty-article/.premium/in-first-netanyahu-not-invited-to-biggest-jewish-american-confab-of-the-year/00000193-11f6-de12-adbb-93f7bdaf0000,
,Haaretz,"Netanyahu appoints Yechiel Leiter as Israel's ambassador to U.S. Hardline settler, ex-member of far-right Kahanist group","American immigrant, former member of Meir Kahane's Jewish Defense League, West Bank annexation supporter, senior fellow at Kohelet Policy Forum and first-time diplomat. The pick signals Netanyahu's intention to align with Israel's settler movement in collabor…","American immigrant, former member of Meir Kahane's Jewish Defense League, West Bank annexation supporter, senior fellow at Kohelet Policy Forum and first-time diplomat. The pick signals Netanyahu's i… [+103 chars]",https://www.haaretz.com/israel-news/2024-11-08/ty-article/.premium/netanyahu-picks-yechiel-leiter-as-ambassador-to-u-s-settler-ex-member-of-kahanist-group/00000193-0c1a-d3a2-a3d7-4f5b295d0000,
,Breitbart News,'Deal of the Century' in the Works: Boulos Reaches Out to Palestinians; Trump Talks to Netanyahu,"President-elect Donald Trump appears serious about achieving Israeli-Palestinian peace -- the so-called ""Deal of the Century"" -- that he pursued during his first term, which resulted in the Abraham Accords but did not bring the Palestinians aboard. The post ‘…","President-elect Donald Trump appears serious about achieving Israeli-Palestinian peace — the so-called “Deal of the Century” — that he pursued during his first term, which resulted in the Abraham Acc… [+3319 chars]",https://www.breitbart.com/middle-east/2024/11/10/deal-of-the-century-in-the-works-boulos-reaches-out-to-palestinians-trump-talks-to-netanyahu/,
,Fortune,"Netanyahu says he’s talked to Trump 3 times since the election as Israel strikes Lebanon, Gaza",Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza.,"Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza, as the world watched for signs of how the U.S. election might affect the wars between Israe… [+5807 chars]",https://fortune.com/2024/11/10/netanyahu-donald-trump-calls-election-israel-iran-lebanon-gaza/,
,HuffPost,Looming Trump Presidency Set To Embolden Netanyahu And Hurt Palestinians,"The new U.S. administration is “going to be terrible for any sort of humanitarian effort in Palestine,” a State Department official told HuffPost.","Israeli Prime Minister Benjamin Netanyahu has already celebrated Donald Trumps U.S. presidential election victory this week as historys greatest comeback. And on Friday, Netanyahu signaled what he th… [+12594 chars]",https://www.huffpost.com/entry/netanyahu-trump-election-palestinians_n_672fbaa6e4b052f25adc818f,
,Biztoc.com,Netanyahu confirms Israel was behind pager blasts in Lebanon,"Israeli Prime Minister Benjamin Netanyahu confirmed on Sunday that his country was behind explosions of pagers and other communication devices used by Hezbollah in September, which killed dozens of pe...","Israeli Prime Minister Benjamin Netanyahu confirmed on Sunday that his country was behind explosions of pagers and other communication devices used by Hezbollah in September, which killed dozens of p… [+69 chars]",https://biztoc.com/x/8cf1c4759d3e22b9,
,Biztoc.com,Netanyahu claims his office is target of ‘organised witch hunt’,Israeli PM says mounting scandals are designed to harm country’s leadership in middle of war,"Israeli PM says mounting scandals are designed to harm countrys leadership in middle of war  This story appeared on ft.com, 2024-11-10 21:18:44.",https://biztoc.com/x/baf61fe15f7396bb,
,Biztoc.com,Netanyahu says he spoke to Trump 3 times since elections,"Israeli Prime Minister Benjamin Netanyahu revealed on Sunday that he spoke with United States President-elect Donald Trump three times since he won the presidential election.""We see eye-to-eye on the ...","Israeli Prime Minister Benjamin Netanyahu revealed on Sunday that he spoke with United States President-elect Donald Trump three times since he won the presidential election.""We see eye-to-eye on the… [+69 chars]",https://biztoc.com/x/051d413f2e7cbb14,
,Biztoc.com,"Netanyahu says he’s talked to Trump 3 times since the election as Israel strikes Lebanon, Gaza",Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza. Read More,"Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza. Read More  This story appeared on fortune.com, 2024-11-10 23:50:20.",https://biztoc.com/x/9c6a467720f0b7b9,
,Biztoc.com,Israeli strikes kill dozens in Lebanon and northern Gaza as Netanyahu speaks with Trump,"Israeli Prime Minister Benjamin Netanyahu said that he has spoken three times with Donald Trump since Tuesday's election and they ""see eye-to-eye regarding the Iranian threat and all of its components.""","Israeli Prime Minister Benjamin Netanyahu said that he has spoken three times with Donald Trump since Tuesday's election and they ""see eye-to-eye regarding the Iranian threat and all of its component… [+56 chars]",https://biztoc.com/x/d5a1f5a5eb07a431,
,Biztoc.com,Netanyahu says he spoke three times with Trump in recent days,"Israeli Prime Minister Benjamin Netanyahu said on Sunday that he has spoken three times with President-elect Trump in recent days. Netanyahu is also sending Minister of Strategic Affairs Ron Dermer to Mar-a-Lago this week, a senior Israeli official told Axios…",Israeli Prime Minister Benjamin Netanyahu said on Sunday that he has spoken three times with President-elect Trump in recent days. Netanyahu is also sending Minister of Strategic Affairs Ron Dermer t… [+136 chars],https://biztoc.com/x/f0e946f72b0fd57f,
,NPR,Former Israeli defense minister blames Netanyahu in a meeting with families of hostages,A hostage relative tells NPR that now-former Israeli defense minister Yoav Gallant said a deal could have been reached already,A hostage relative tells NPR that now-former Israeli defense minister Yoav Gallant said a deal could have been reached already,https://www.npr.org/2024/11/10/nx-s1-5184473/former-israeli-defense-minister-blames-netanyahu-in-a-meeting-with-families-of-hostages,
,PBS,Israeli strikes kill dozens in Lebanon and northern Gaza as Netanyahu speaks with Trump,"Israeli Prime Minister Benjamin Netanyahu said that he has spoken three times with Donald Trump since Tuesday's election and they ""see eye-to-eye regarding the Iranian threat and all of its components.""","DEIR AL-BALAH, Gaza Strip (AP) Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza, as the world watched for signs of how the U.S. election migh… [+6365 chars]",https://www.pbs.org/newshour/world/israeli-strikes-kill-dozens-in-lebanon-and-northern-gaza-as-netanyahu-speaks-with-trump,
,Richmond.com,Israeli strikes kill dozens in Lebanon and isolated northern Gaza while Netanyahu and Trump speak,New Israeli strikes killed dozens of people Sunday including children in Lebanon and northern Gaza.,"DEIR AL-BALAH, Gaza Strip Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza, as the world watched for signs of how the U.S. election might aff… [+8477 chars]",https://richmond.com/news/nation-world/israel-war-middle-east-iran-hamas-hezbollah-benjamin-netanyahu-donald-trump/article_918e9728-236c-5412-bfa8-f9787280ceef.html,
,Freerepublic.com,"Nextrush Unplugged Weekend*""The Liberal Capitalists Whipped The...Who Are Ultimately Jew Haters""*Is Netanyahu ""Trumped""?*Hierarchy Behind Elections In A Sinful World*Light At The End Of The Ukraine Tunnel*Geert Wilders And The Jew Hunt In Amsterdam*","The first song this week was something I heard because Jimmy Buffett's music... ""The Liberal Capitalists whipped The..."" Not that people but the election came out this way... October 7th, 2023 changed a lot in this world... Here's something to think about is …","Skip to comments.  Nextrush Unplugged Weekend*""The Liberal Capitalists Whipped The...Who Are Ultimately Jew Haters""*Is Netanyahu ""Trumped""?*Hierarchy Behind Elections In A Sinful World*Light At The E… [+2614 chars]",https://freerepublic.com/focus/f-bloggers/4277345/posts,
,Haaretz,"In sign of growing strains, Netanyahu not invited to biggest Jewish-American confab of the year","Netanyahu not being invited to address the Jewish Federations of North America is a sign of how divisive a figure he has become in the U.S., even among Jewish organizations that have typically refrained from criticizing the Israeli prime minister and his gove…","For the first time in his many years of serving as prime minister of Israel, Benjamin Netanyahu has not been invited to address the annual conference of the Jewish Federations of North America, which… [+41 chars]",https://www.haaretz.com/israel-news/2024-11-09/ty-article/.premium/in-first-netanyahu-not-invited-to-biggest-jewish-american-confab-of-the-year/00000193-11f6-de12-adbb-93f7bdaf0000,
,Fox News,"Netanyahu condemns antisemitic pogrom in Amsterdam, warns world leaders attacks will spread if don't act","Amid rising Jew-hatred across Europe, Amsterdam recently became ground zero of an outbreak of violent antisemitism as local Arabs attacked visiting Israeli soccer fans following a soccer game.","Join Fox News for access to this content  Plus special access to select articles and other premium content with your account - free of charge.  By entering your email and pushing continue, you are ag… [+7566 chars]",https://www.foxnews.com/world/netanyahu-condemns-antisemitic-pogrom-amsterdam-warns-world-leaders-attacks-spread-dont-act,
,Freerepublic.com,"Nextrush Unplugged Weekend*""The Liberal Capitalists Whipped The...Who Are Ultimately Jew Haters""*Is Netanyahu ""Trumped""?*Hierarchy Behind Elections In A Sinful World*Light At The End Of The Ukraine Tunnel*Geert Wilders And The Jew Hunt In Amsterdam*","The first song this week was something I heard because Jimmy Buffett's music... ""The Liberal Capitalists whipped The..."" Not that people but the election came out this way... October 7th, 2023 changed a lot in this world... Here's something to think about is …","Skip to comments.  Nextrush Unplugged Weekend*""The Liberal Capitalists Whipped The...Who Are Ultimately Jew Haters""*Is Netanyahu ""Trumped""?*Hierarchy Behind Elections In A Sinful World*Light At The E… [+2614 chars]",https://freerepublic.com/focus/f-bloggers/4277345/posts,
,Time,"Netanyahu Says He and Trump ‘See Eye to Eye,’ as Israel Bombards Lebanon and Gaza",Netanyahu said he’s spoken three times with Trump since the election and that they “see eye-to-eye regarding the Iranian threat and all of its components.”,"DEIR AL-BALAH, Gaza Strip Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza, as the world watched for signs of how the U.S. election might aff… [+6078 chars]",https://time.com/7174795/netanyahu-trump-israel-airstrikes-lebanon-gaza/,
,Biztoc.com,"Netanyahu, Trump Discuss Iran as Israel Hits Targets in Lebanon, Gaza","Israeli Prime Minister Benjamin Netanyahu announced that he has had three conversations with Donald Trump since Tuesday's election, emphasizing that they ""see eye-to-eye regarding the Iranian threat and all of its components."" Israeli President Isaac Herzog i…","Israeli Prime Minister Benjamin Netanyahu announced that he has had three conversations with Donald Trump since Tuesday's election, emphasizing that they ""see eye-to-eye regarding the Iranian threat … [+140 chars]",https://biztoc.com/x/61e6558c5ff2896d,
,NBC News,Israel's new defense minister says Hezbollah defeated; Netanyahu acknowledges approving pager attacks,Israeli Defense Minister Israel Katz said Sunday that his country has defeated Hezbollah and that eliminating its leader Hassan Nasrallah was the crowning achievement.,"On Sept. 17, thousands of pagers simultaneously exploded in the southern suburbs of Beirut and other Hezbollah strongholds, in most cases after the devices beeped, indicating an incoming message.  Am… [+1055 chars]",https://www.nbcnews.com/news/world/israels-new-defense-minister-says-hezbollah-defeated-netanyahu-acknowl-rcna179554,
,Breitbart News,'Deal of the Century' in the Works: Boulos Reaches Out to Palestinians; Trump Talks to Netanyahu,"President-elect Donald Trump appears serious about achieving Israeli-Palestinian peace -- the so-called ""Deal of the Century"" -- that he pursued during his first term, which resulted in the Abraham Accords but did not bring the Palestinians aboard. The post ‘…","President-elect Donald Trump appears serious about achieving Israeli-Palestinian peace — the so-called “Deal of the Century” — that he pursued during his first term, which resulted in the Abraham Acc… [+3319 chars]",https://www.breitbart.com/middle-east/2024/11/10/deal-of-the-century-in-the-works-boulos-reaches-out-to-palestinians-trump-talks-to-netanyahu/,
,NPR,Israel's fired defense minister slams Netanyahu on his last day,"Israel’s ousted defense minister says the military achieved all of its Gaza objectives, and the prime minister held up a cease-fire deal that would have ended the war and freed remaining hostages.","Israels ousted defense minister says the military achieved all of its Gaza objectives, and the prime minister held up a cease-fire deal that would have ended the war and freed remaining hostages.",https://www.npr.org/2024/11/11/nx-s1-5186458/israels-fired-defense-minister-slams-netanyahu-on-his-last-day,
,Fortune,"Netanyahu says he’s talked to Trump 3 times since the election as Israel strikes Lebanon, Gaza",Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza.,"Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza, as the world watched for signs of how the U.S. election might affect the wars between Israe… [+5807 chars]",https://fortune.com/2024/11/10/netanyahu-donald-trump-calls-election-israel-iran-lebanon-gaza/,
,New York Post,Israeli PM Benjamin Netanyahu confirms he was behind deadly pager attacks | Reporter Replay,"Israeli Prime Minister Benjamin Netanyahu approved the deadly exploding pager attacks on the Hezbollah terror group back in September, his office said for the first time on Nov. 11. A spokesperson for Netanyahu’s office confirmed that the Israeli leader gave …","Israeli Prime Minister Benjamin Netanyahu approved the deadly exploding pager attacks on the Hezbollah terror group back in September, his office said for the first time on Nov. 11.  A spokesperson f… [+196 chars]",https://nypost.com/video/israeli-pm-benjamin-netanyahu-confirms-he-was-behind-deadly-pager-attacks-reporter-replay/,
,Biztoc.com,Netanyahu confirms Israel was behind pager blasts in Lebanon,"Israeli Prime Minister Benjamin Netanyahu confirmed on Sunday that his country was behind explosions of pagers and other communication devices used by Hezbollah in September, which killed dozens of pe...","Israeli Prime Minister Benjamin Netanyahu confirmed on Sunday that his country was behind explosions of pagers and other communication devices used by Hezbollah in September, which killed dozens of p… [+69 chars]",https://biztoc.com/x/8cf1c4759d3e22b9,
,Biztoc.com,Netanyahu claims his office is target of ‘organised witch hunt’,Israeli PM says mounting scandals are designed to harm country’s leadership in middle of war,"Israeli PM says mounting scandals are designed to harm countrys leadership in middle of war  This story appeared on ft.com, 2024-11-10 21:18:44.",https://biztoc.com/x/baf61fe15f7396bb,
,Biztoc.com,Netanyahu says he spoke to Trump 3 times since elections,"Israeli Prime Minister Benjamin Netanyahu revealed on Sunday that he spoke with United States President-elect Donald Trump three times since he won the presidential election.""We see eye-to-eye on the ...","Israeli Prime Minister Benjamin Netanyahu revealed on Sunday that he spoke with United States President-elect Donald Trump three times since he won the presidential election.""We see eye-to-eye on the… [+69 chars]",https://biztoc.com/x/051d413f2e7cbb14,
,HuffPost,Israeli Strikes Kill Dozens In Lebanon And Northern Gaza While Netanyahu And Trump Speak,New Israeli strikes have killed dozens of people including children in Lebanon and northern Gaza.,"DEIR AL-BALAH, Gaza Strip (AP) Israeli strikes killed dozens of people including children on Sunday in Lebanon and isolated northern Gaza, as the world watched for signs of how the U.S. election migh… [+7076 chars]",https://www.huffpost.com/entry/mideast-wars_n_6730fe24e4b0076892d80289,
